"FIPS","County","Year","Population","Primary Point"
"19107","Keokuk County","July 01, 1992","11,617","POINT (-92.1786426 41.336465)"
"19115","Louisa County","July 01, 2015","11,285","POINT (-91.2596184 41.2185073)"
"19003","Adams County","July 01, 1996","4,578","POINT (-94.6991849 41.0289839)"
"19151","Pocahontas County","July 01, 1998","8,864","POINT (-94.6787466 42.7341351)"
"19149","Plymouth County","July 01, 1991","23,382","POINT (-96.2140431 42.7378346)"
"19035","Cherokee County","April 01, 2020","11,658","POINT (-95.6238055 42.7356226)"
"19095","Iowa County","July 01, 1996","15,136","POINT (-92.065524 41.6863229)"
"19111","Lee County","July 01, 1991","38,632","POINT (-91.479264 40.6419764)"
"19025","Calhoun County","July 01, 2008","9,851","POINT (-94.6404136 42.3851848)"
"19015","Boone County","July 01, 2008","26,186","POINT (-93.931671 42.0365493)"
"19065","Fayette County","July 01, 2002","21,424","POINT (-91.8443207 42.8625919)"
"19035","Cherokee County","July 01, 2001","12,835","POINT (-95.6238055 42.7356226)"
"19139","Muscatine County","July 01, 2024","42,132","POINT (-91.1127562 41.4839221)"
"19007","Appanoose County","April 01, 2020","12,317","POINT (-92.8686104 40.7431635)"
"19103","Johnson County","July 01, 2018","150,549","POINT (-91.5880849 41.6715511)"
"19105","Jones County","July 01, 2023","20,917","POINT (-91.1314352 42.1212397)"
"19039","Clarke County","April 01, 2000","9,133","POINT (-93.7851579 41.0290323)"
"19079","Hamilton County","July 01, 2018","14,886","POINT (-93.7068085 42.3837722)"
"19163","Scott County","July 01, 1999","157,754","POINT (-90.6232428 41.6370978)"
"19019","Buchanan County","July 01, 1996","21,141","POINT (-91.8378392 42.4707777)"
"19071","Fremont County","July 01, 2022","6,465","POINT (-95.6046765 40.7455892)"
"19049","Dallas County","April 01, 2010","66,135","POINT (-94.0397374 41.6848862)"
"19175","Union County","July 01, 1995","12,352","POINT (-94.2423792 41.0277304)"
"19005","Allamakee County","July 01, 2005","14,419","POINT (-91.3780923 43.2842838)"
"19093","Ida County","April 01, 2010","7,089","POINT (-95.5134962 42.3868747)"
"19011","Benton County","July 01, 2004","26,493","POINT (-92.0656912 42.0801864)"
"19063","Emmet County","July 01, 2002","10,795","POINT (-94.6784803 43.3780225)"
"19003","Adams County","July 01, 2021","3,641","POINT (-94.6991849 41.0289839)"
"19185","Wayne County","July 01, 2004","6,501","POINT (-93.3273639 40.7394702)"
"19041","Clay County","July 01, 1991","17,654","POINT (-95.1509194 43.0825804)"
"19069","Franklin County","July 01, 2016","10,177","POINT (-93.262473 42.7325458)"
"19135","Monroe County","July 01, 2023","7,486","POINT (-92.8689877 41.0297826)"
"19017","Bremer County","July 01, 2001","23,401","POINT (-92.3180548 42.7745873)"
"19111","Lee County","July 01, 2014","35,059","POINT (-91.479264 40.6419764)"
"19013","Black Hawk County","July 01, 2009","129,276","POINT (-92.3088197 42.4700957)"
"19067","Floyd County","July 01, 2021","15,458","POINT (-92.7890033 43.0599208)"
"19125","Marion County","July 01, 1994","30,515","POINT (-93.0994367 41.3344515)"
"19183","Washington County","July 01, 2017","22,204","POINT (-91.7178676 41.335591)"
"19183","Washington County","July 01, 1992","19,827","POINT (-91.7178676 41.335591)"
"19153","Polk County","July 01, 1993","339,643","POINT (-93.5735335 41.6855048)"
"19103","Johnson County","July 01, 2011","134,086","POINT (-91.5880849 41.6715511)"
"19073","Greene County","July 01, 2001","10,142","POINT (-94.3968356 42.0362394)"
"19129","Mills County","July 01, 2024","14,717","POINT (-95.6213267 41.0334523)"
"19041","Clay County","July 01, 2008","16,617","POINT (-95.1509194 43.0825804)"
"19135","Monroe County","July 01, 2022","7,524","POINT (-92.8689877 41.0297826)"
"19079","Hamilton County","July 01, 1996","16,468","POINT (-93.7068085 42.3837722)"
"19005","Allamakee County","April 01, 2020","14,061","POINT (-91.3780923 43.2842838)"
"19169","Story County","July 01, 2023","101,501","POINT (-93.4650448 42.0362415)"
"19079","Hamilton County","July 01, 1991","16,049","POINT (-93.7068085 42.3837722)"
"19103","Johnson County","July 01, 2015","144,943","POINT (-91.5880849 41.6715511)"
"19081","Hancock County","July 01, 2014","11,040","POINT (-93.7342723 43.0818861)"
"19003","Adams County","July 01, 1993","4,687","POINT (-94.6991849 41.0289839)"
"19099","Jasper County","July 01, 2005","37,011","POINT (-93.053765 41.6860394)"
"19155","Pottawattamie County","July 01, 2008","89,986","POINT (-95.5423935 41.3366123)"
"19127","Marshall County","July 01, 2019","39,369","POINT (-92.9987706 42.0358499)"
"19147","Palo Alto County","July 01, 2011","9,354","POINT (-94.6781371 43.0820643)"
"19169","Story County","July 01, 2012","92,003","POINT (-93.4650448 42.0362415)"
"19037","Chickasaw County","July 01, 2014","12,252","POINT (-92.3176637 43.0600414)"
"19033","Cerro Gordo County","July 01, 2022","42,408","POINT (-93.2608184 43.0815577)"
"19143","Osceola County","July 01, 2014","6,231","POINT (-95.6236852 43.3785704)"
"19147","Palo Alto County","July 01, 2019","8,886","POINT (-94.6781371 43.0820643)"
"19059","Dickinson County","April 01, 2010","16,667","POINT (-95.1508301 43.3779848)"
"19001","Adair County","July 01, 1998","8,310","POINT (-94.4709413 41.3307464)"
"19187","Webster County","July 01, 1991","40,345","POINT (-94.1817881 42.4279662)"
"19007","Appanoose County","July 01, 2005","13,315","POINT (-92.8686104 40.7431635)"
"19103","Johnson County","April 01, 2000","111,006","POINT (-91.5880849 41.6715511)"
"19171","Tama County","July 01, 2019","16,854","POINT (-92.5325425 42.0798117)"
"19149","Plymouth County","July 01, 2001","24,745","POINT (-96.2140431 42.7378346)"
"19169","Story County","July 01, 1999","78,221","POINT (-93.4650448 42.0362415)"
"19005","Allamakee County","July 01, 2011","14,222","POINT (-91.3780923 43.2842838)"
"19027","Carroll County","July 01, 2023","20,512","POINT (-94.8605593 42.0362382)"
"19017","Bremer County","July 01, 2014","24,670","POINT (-92.3180548 42.7745873)"
"19001","Adair County","July 01, 2015","7,145","POINT (-94.4709413 41.3307464)"
"19029","Cass County","July 01, 2018","12,948","POINT (-94.9278266 41.3314876)"
"19057","Des Moines County","July 01, 1998","42,620","POINT (-91.1814707 40.9231829)"
"19115","Louisa County","July 01, 2024","10,630","POINT (-91.2596184 41.2185073)"
"19049","Dallas County","July 01, 2018","89,953","POINT (-94.0397374 41.6848862)"
"19029","Cass County","April 01, 2000","14,684","POINT (-94.9278266 41.3314876)"
"19011","Benton County","July 01, 2009","26,734","POINT (-92.0656912 42.0801864)"
"19005","Allamakee County","July 01, 2008","14,416","POINT (-91.3780923 43.2842838)"
"19091","Humboldt County","July 01, 2004","9,935","POINT (-94.2071868 42.7764686)"
"19037","Chickasaw County","July 01, 2008","12,071","POINT (-92.3176637 43.0600414)"
"19023","Butler County","July 01, 2005","14,712","POINT (-92.7901934 42.7315661)"
"19025","Calhoun County","July 01, 1996","11,473","POINT (-94.6404136 42.3851848)"
"19083","Hardin County","July 01, 2019","16,846","POINT (-93.2404025 42.3838803)"
"19047","Crawford County","July 01, 2014","17,168","POINT (-95.3819678 42.0372125)"
"19123","Mahaska County","April 01, 2010","22,381","POINT (-92.6409094 41.3352035)"
"19043","Clayton County","July 01, 2003","18,107","POINT (-91.3414328 42.8447493)"
"19051","Davis County","April 01, 2000","8,541","POINT (-92.4097173 40.7476891)"
"19149","Plymouth County","July 01, 2016","25,180","POINT (-96.2140431 42.7378346)"
"19129","Mills County","April 01, 2020","14,484","POINT (-95.6213267 41.0334523)"
"19177","Van Buren County","July 01, 2007","7,676","POINT (-91.9499871 40.7532294)"
"19021","Buena Vista County","July 01, 1997","20,506","POINT (-95.151149 42.7354936)"
"19001","Adair County","July 01, 2024","7,431","POINT (-94.4709413 41.3307464)"
"19067","Floyd County","July 01, 1997","17,028","POINT (-92.7890033 43.0599208)"
"19129","Mills County","July 01, 2004","14,695","POINT (-95.6213267 41.0334523)"
"19173","Taylor County","July 01, 2014","6,175","POINT (-94.6964148 40.7374324)"
"19145","Page County","April 01, 1990","16,870","POINT (-95.1501747 40.7391444)"
"19093","Ida County","July 01, 1999","7,928","POINT (-95.5134962 42.3868747)"
"19161","Sac County","July 01, 2022","9,680","POINT (-95.1053946 42.3862604)"
"19107","Keokuk County","July 01, 2013","10,337","POINT (-92.1786426 41.336465)"
"19131","Mitchell County","July 01, 1998","10,941","POINT (-92.7890315 43.3564124)"
"19041","Clay County","July 01, 2012","16,539","POINT (-95.1509194 43.0825804)"
"19005","Allamakee County","July 01, 2016","13,851","POINT (-91.3780923 43.2842838)"
"19173","Taylor County","April 01, 2010","6,317","POINT (-94.6964148 40.7374324)"
"19171","Tama County","July 01, 1996","17,951","POINT (-92.5325425 42.0798117)"
"19119","Lyon County","July 01, 2003","11,559","POINT (-96.2102924 43.380497)"
"19107","Keokuk County","July 01, 2007","10,724","POINT (-92.1786426 41.336465)"
"19047","Crawford County","July 01, 2008","16,399","POINT (-95.3819678 42.0372125)"
"19171","Tama County","July 01, 2013","17,430","POINT (-92.5325425 42.0798117)"
"19167","Sioux County","July 01, 2011","34,016","POINT (-96.1778827 43.0826174)"
"19015","Boone County","July 01, 2017","26,443","POINT (-93.931671 42.0365493)"
"19011","Benton County","July 01, 2012","25,830","POINT (-92.0656912 42.0801864)"
"19121","Madison County","July 01, 2002","14,315","POINT (-94.0155619 41.3307142)"
"19161","Sac County","July 01, 1997","11,968","POINT (-95.1053946 42.3862604)"
"19077","Guthrie County","July 01, 1993","11,125","POINT (-94.501055 41.6837548)"
"19027","Carroll County","July 01, 2002","21,138","POINT (-94.8605593 42.0362382)"
"19169","Story County","July 01, 2024","102,498","POINT (-93.4650448 42.0362415)"
"19039","Clarke County","July 01, 1993","8,496","POINT (-93.7851579 41.0290323)"
"19151","Pocahontas County","July 01, 2003","8,143","POINT (-94.6787466 42.7341351)"
"19089","Howard County","July 01, 2009","9,410","POINT (-92.3171989 43.3567673)"
"19167","Sioux County","July 01, 1991","29,927","POINT (-96.1778827 43.0826174)"
"19063","Emmet County","July 01, 2019","9,208","POINT (-94.6784803 43.3780225)"
"19083","Hardin County","July 01, 2011","17,375","POINT (-93.2404025 42.3838803)"
"19033","Cerro Gordo County","July 01, 2011","43,971","POINT (-93.2608184 43.0815577)"
"19083","Hardin County","July 01, 2002","18,419","POINT (-93.2404025 42.3838803)"
"19069","Franklin County","July 01, 1994","11,252","POINT (-93.262473 42.7325458)"
"19105","Jones County","July 01, 2012","20,601","POINT (-91.1314352 42.1212397)"
"19035","Cherokee County","July 01, 1996","13,635","POINT (-95.6238055 42.7356226)"
"19189","Winnebago County","July 01, 2003","11,303","POINT (-93.7341955 43.3775678)"
"19035","Cherokee County","July 01, 2013","11,874","POINT (-95.6238055 42.7356226)"
"19113","Linn County","April 01, 2010","211,226","POINT (-91.5989646 42.0789478)"
"19131","Mitchell County","July 01, 1999","10,863","POINT (-92.7890315 43.3564124)"
"19077","Guthrie County","July 01, 2013","10,671","POINT (-94.501055 41.6837548)"
"19133","Monona County","July 01, 2017","8,724","POINT (-95.9599235 42.0516663)"
"19055","Delaware County","July 01, 1999","18,487","POINT (-91.3673502 42.471211)"
"19039","Clarke County","July 01, 2015","9,219","POINT (-93.7851579 41.0290323)"
"19145","Page County","July 01, 1994","16,652","POINT (-95.1501747 40.7391444)"
"19145","Page County","July 01, 1992","16,861","POINT (-95.1501747 40.7391444)"
"19093","Ida County","July 01, 2019","6,860","POINT (-95.5134962 42.3868747)"
"19099","Jasper County","July 01, 2016","36,736","POINT (-93.053765 41.6860394)"
"19029","Cass County","April 01, 2010","13,956","POINT (-94.9278266 41.3314876)"
"19015","Boone County","July 01, 2018","26,312","POINT (-93.931671 42.0365493)"
"19053","Decatur County","July 01, 2006","8,372","POINT (-93.7862815 40.7376827)"
"19079","Hamilton County","April 01, 2010","15,673","POINT (-93.7068085 42.3837722)"
"19009","Audubon County","July 01, 1992","7,251","POINT (-94.9058222 41.6845893)"
"19105","Jones County","July 01, 1995","20,095","POINT (-91.1314352 42.1212397)"
"19071","Fremont County","July 01, 2006","7,549","POINT (-95.6046765 40.7455892)"
"19021","Buena Vista County","July 01, 2004","19,800","POINT (-95.151149 42.7354936)"
"19117","Lucas County","July 01, 1991","9,059","POINT (-93.3277207 41.0293738)"
"19109","Kossuth County","April 01, 2020","14,828","POINT (-94.2067199 43.20413)"
"19161","Sac County","July 01, 2004","10,717","POINT (-95.1053946 42.3862604)"
"19091","Humboldt County","July 01, 2014","9,636","POINT (-94.2071868 42.7764686)"
"19081","Hancock County","April 01, 1990","12,638","POINT (-93.7342723 43.0818861)"
"19029","Cass County","July 01, 1997","15,005","POINT (-94.9278266 41.3314876)"
"19111","Lee County","July 01, 2006","35,997","POINT (-91.479264 40.6419764)"
"19191","Winneshiek County","July 01, 1998","21,064","POINT (-91.8437074 43.2906746)"
"19047","Crawford County","April 01, 2010","17,096","POINT (-95.3819678 42.0372125)"
"19127","Marshall County","July 01, 2011","41,013","POINT (-92.9987706 42.0358499)"
"19027","Carroll County","April 01, 2020","20,760","POINT (-94.8605593 42.0362382)"
"19119","Lyon County","July 01, 2019","11,755","POINT (-96.2102924 43.380497)"
"19089","Howard County","July 01, 2011","9,546","POINT (-92.3171989 43.3567673)"
"19081","Hancock County","July 01, 2012","11,175","POINT (-93.7342723 43.0818861)"
"19161","Sac County","July 01, 2012","10,161","POINT (-95.1053946 42.3862604)"
"19113","Linn County","July 01, 2003","196,706","POINT (-91.5989646 42.0789478)"
"19015","Boone County","July 01, 2001","26,210","POINT (-93.931671 42.0365493)"
"19195","Worth County","July 01, 2013","7,489","POINT (-93.2608476 43.3773984)"
"19031","Cedar County","April 01, 1990","17,444","POINT (-91.1324125 41.7723207)"
"19135","Monroe County","July 01, 1998","8,132","POINT (-92.8689877 41.0297826)"
"19099","Jasper County","July 01, 2009","36,257","POINT (-93.053765 41.6860394)"
"19021","Buena Vista County","July 01, 2013","20,649","POINT (-95.151149 42.7354936)"
"19063","Emmet County","April 01, 1990","11,569","POINT (-94.6784803 43.3780225)"
"19165","Shelby County","July 01, 1992","13,318","POINT (-95.3102113 41.6850926)"
"19047","Crawford County","July 01, 2011","17,217","POINT (-95.3819678 42.0372125)"
"19075","Grundy County","July 01, 2002","12,303","POINT (-92.7914177 42.4018651)"
"19151","Pocahontas County","July 01, 2002","8,336","POINT (-94.6787466 42.7341351)"
"19177","Van Buren County","July 01, 2004","7,664","POINT (-91.9499871 40.7532294)"
"19051","Davis County","July 01, 2013","8,769","POINT (-92.4097173 40.7476891)"
"19085","Harrison County","July 01, 2015","14,139","POINT (-95.8169209 41.6828528)"
"19021","Buena Vista County","July 01, 2017","20,144","POINT (-95.151149 42.7354936)"
"19045","Clinton County","July 01, 1997","50,793","POINT (-90.5319724 41.8980358)"
"19031","Cedar County","July 01, 2005","17,933","POINT (-91.1324125 41.7723207)"
"19173","Taylor County","July 01, 1995","7,048","POINT (-94.6964148 40.7374324)"
"19129","Mills County","April 01, 1990","13,202","POINT (-95.6213267 41.0334523)"
"19157","Poweshiek County","July 01, 2008","18,493","POINT (-92.5314684 41.6864422)"
"19195","Worth County","July 01, 2007","7,623","POINT (-93.2608476 43.3773984)"
"19019","Buchanan County","July 01, 2014","21,131","POINT (-91.8378392 42.4707777)"
"19167","Sioux County","July 01, 2008","32,064","POINT (-96.1778827 43.0826174)"
"19153","Polk County","July 01, 2011","438,737","POINT (-93.5735335 41.6855048)"
"19119","Lyon County","July 01, 2015","11,747","POINT (-96.2102924 43.380497)"
"19155","Pottawattamie County","July 01, 2012","92,916","POINT (-95.5423935 41.3366123)"
"19129","Mills County","July 01, 2023","14,642","POINT (-95.6213267 41.0334523)"
"19049","Dallas County","July 01, 2024","115,343","POINT (-94.0397374 41.6848862)"
"19043","Clayton County","July 01, 2002","18,211","POINT (-91.3414328 42.8447493)"
"19083","Hardin County","July 01, 2003","18,213","POINT (-93.2404025 42.3838803)"
"19041","Clay County","April 01, 2000","17,372","POINT (-95.1509194 43.0825804)"
"19003","Adams County","July 01, 2006","4,141","POINT (-94.6991849 41.0289839)"
"19097","Jackson County","July 01, 1997","20,199","POINT (-90.5742294 42.1717426)"
"19027","Carroll County","July 01, 2021","20,754","POINT (-94.8605593 42.0362382)"
"19093","Ida County","July 01, 2017","6,869","POINT (-95.5134962 42.3868747)"
"19095","Iowa County","April 01, 2000","15,671","POINT (-92.065524 41.6863229)"
"19109","Kossuth County","July 01, 2007","15,456","POINT (-94.2067199 43.20413)"
"19017","Bremer County","July 01, 1998","23,292","POINT (-92.3180548 42.7745873)"
"19083","Hardin County","July 01, 2005","17,768","POINT (-93.2404025 42.3838803)"
"19027","Carroll County","July 01, 1992","21,429","POINT (-94.8605593 42.0362382)"
"19027","Carroll County","July 01, 2016","20,388","POINT (-94.8605593 42.0362382)"
"19015","Boone County","July 01, 1996","25,456","POINT (-93.931671 42.0365493)"
"19123","Mahaska County","July 01, 1999","22,266","POINT (-92.6409094 41.3352035)"
"19111","Lee County","July 01, 2012","35,541","POINT (-91.479264 40.6419764)"
"19003","Adams County","April 01, 2000","4,482","POINT (-94.6991849 41.0289839)"
"19155","Pottawattamie County","July 01, 1996","83,973","POINT (-95.5423935 41.3366123)"
"19139","Muscatine County","July 01, 2005","41,952","POINT (-91.1127562 41.4839221)"
"19005","Allamakee County","July 01, 2001","14,343","POINT (-91.3780923 43.2842838)"
"19163","Scott County","July 01, 1995","155,740","POINT (-90.6232428 41.6370978)"
"19081","Hancock County","July 01, 2008","11,229","POINT (-93.7342723 43.0818861)"
"19193","Woodbury County","July 01, 2023","106,544","POINT (-96.0447673 42.3897169)"
"19095","Iowa County","July 01, 2015","16,282","POINT (-92.065524 41.6863229)"
"19063","Emmet County","July 01, 2022","9,197","POINT (-94.6784803 43.3780225)"
"19015","Boone County","April 01, 2020","26,715","POINT (-93.931671 42.0365493)"
"19159","Ringgold County","July 01, 2003","5,263","POINT (-94.2439719 40.7352023)"
"19197","Wright County","April 01, 2020","12,943","POINT (-93.7351465 42.7331189)"
"19139","Muscatine County","April 01, 1990","39,907","POINT (-91.1127562 41.4839221)"
"19061","Dubuque County","July 01, 2016","96,763","POINT (-90.8824564 42.468832)"
"19161","Sac County","July 01, 2019","9,721","POINT (-95.1053946 42.3862604)"
"19041","Clay County","July 01, 1995","17,696","POINT (-95.1509194 43.0825804)"
"19187","Webster County","July 01, 2006","38,550","POINT (-94.1817881 42.4279662)"
"19087","Henry County","July 01, 2018","20,033","POINT (-91.5445241 40.9879383)"
"19127","Marshall County","July 01, 2017","40,078","POINT (-92.9987706 42.0358499)"
"19085","Harrison County","July 01, 2004","15,542","POINT (-95.8169209 41.6828528)"
"19019","Buchanan County","April 01, 2000","21,093","POINT (-91.8378392 42.4707777)"
"19057","Des Moines County","April 01, 2010","40,325","POINT (-91.1814707 40.9231829)"
