"FIPS","County","Year","Population","Primary Point"
"19057","Des Moines County","July 01, 2004","40,742","POINT (-91.1814707 40.9231829)"
"19153","Polk County","July 01, 2012","444,671","POINT (-93.5735335 41.6855048)"
"19167","Sioux County","July 01, 2007","32,017","POINT (-96.1778827 43.0826174)"
"19131","Mitchell County","July 01, 2015","10,676","POINT (-92.7890315 43.3564124)"
"19109","Kossuth County","April 01, 2010","15,543","POINT (-94.2067199 43.20413)"
"19197","Wright County","April 01, 1990","14,269","POINT (-93.7351465 42.7331189)"
"19161","Sac County","July 01, 2015","9,966","POINT (-95.1053946 42.3862604)"
"19047","Crawford County","July 01, 2024","16,378","POINT (-95.3819678 42.0372125)"
"19081","Hancock County","July 01, 1996","12,148","POINT (-93.7342723 43.0818861)"
"19009","Audubon County","July 01, 1994","7,038","POINT (-94.9058222 41.6845893)"
"19067","Floyd County","July 01, 2024","15,008","POINT (-92.7890033 43.0599208)"
"19049","Dallas County","July 01, 2022","108,164","POINT (-94.0397374 41.6848862)"
"19159","Ringgold County","July 01, 1991","5,416","POINT (-94.2439719 40.7352023)"
"19035","Cherokee County","July 01, 2003","12,347","POINT (-95.6238055 42.7356226)"
"19117","Lucas County","July 01, 2013","8,697","POINT (-93.3277207 41.0293738)"
"19097","Jackson County","July 01, 1996","20,196","POINT (-90.5742294 42.1717426)"
"19011","Benton County","July 01, 2018","25,625","POINT (-92.0656912 42.0801864)"
"19167","Sioux County","July 01, 2022","36,231","POINT (-96.1778827 43.0826174)"
"19119","Lyon County","July 01, 1993","11,914","POINT (-96.2102924 43.380497)"
"19129","Mills County","July 01, 1993","13,305","POINT (-95.6213267 41.0334523)"
"19187","Webster County","April 01, 2010","38,013","POINT (-94.1817881 42.4279662)"
"19105","Jones County","July 01, 2001","20,158","POINT (-91.1314352 42.1212397)"
"19083","Hardin County","July 01, 1991","19,099","POINT (-93.2404025 42.3838803)"
"19075","Grundy County","April 01, 2010","12,453","POINT (-92.7914177 42.4018651)"
"19091","Humboldt County","July 01, 1995","10,492","POINT (-94.2071868 42.7764686)"
"19049","Dallas County","April 01, 1990","29,755","POINT (-94.0397374 41.6848862)"
"19047","Crawford County","April 01, 2020","16,525","POINT (-95.3819678 42.0372125)"
"19061","Dubuque County","July 01, 1992","86,988","POINT (-90.8824564 42.468832)"
"19067","Floyd County","July 01, 2015","15,910","POINT (-92.7890033 43.0599208)"
"19099","Jasper County","July 01, 1991","34,829","POINT (-93.053765 41.6860394)"
"19077","Guthrie County","July 01, 1996","11,241","POINT (-94.501055 41.6837548)"
"19187","Webster County","July 01, 2019","35,904","POINT (-94.1817881 42.4279662)"
"19015","Boone County","July 01, 1997","25,742","POINT (-93.931671 42.0365493)"
"19185","Wayne County","July 01, 1993","7,017","POINT (-93.3273639 40.7394702)"
"19157","Poweshiek County","April 01, 2010","18,914","POINT (-92.5314684 41.6864422)"
"19117","Lucas County","July 01, 1999","9,422","POINT (-93.3277207 41.0293738)"
"19039","Clarke County","July 01, 2007","9,017","POINT (-93.7851579 41.0290323)"
"19069","Franklin County","July 01, 1997","11,030","POINT (-93.262473 42.7325458)"
"19181","Warren County","July 01, 2013","47,358","POINT (-93.5613594 41.3343735)"
"19123","Mahaska County","July 01, 2014","22,363","POINT (-92.6409094 41.3352035)"
"19193","Woodbury County","July 01, 1998","103,728","POINT (-96.0447673 42.3897169)"
"19197","Wright County","July 01, 2021","12,821","POINT (-93.7351465 42.7331189)"
"19137","Montgomery County","July 01, 2007","10,939","POINT (-95.1563758 41.03014)"
"19029","Cass County","April 01, 1990","15,128","POINT (-94.9278266 41.3314876)"
"19089","Howard County","July 01, 2016","9,257","POINT (-92.3171989 43.3567673)"
"19123","Mahaska County","July 01, 2018","22,018","POINT (-92.6409094 41.3352035)"
"19043","Clayton County","July 01, 2023","16,985","POINT (-91.3414328 42.8447493)"
"19009","Audubon County","July 01, 2013","5,863","POINT (-94.9058222 41.6845893)"
"19179","Wapello County","July 01, 2018","34,991","POINT (-92.4094499 41.0305845)"
"19121","Madison County","July 01, 2005","14,864","POINT (-94.0155619 41.3307142)"
"19007","Appanoose County","July 01, 1991","13,744","POINT (-92.8686104 40.7431635)"
"19063","Emmet County","July 01, 2004","10,508","POINT (-94.6784803 43.3780225)"
"19189","Winnebago County","July 01, 2006","10,943","POINT (-93.7341955 43.3775678)"
"19087","Henry County","July 01, 2007","20,134","POINT (-91.5445241 40.9879383)"
"19069","Franklin County","July 01, 2002","10,636","POINT (-93.262473 42.7325458)"
"19025","Calhoun County","July 01, 2012","9,913","POINT (-94.6404136 42.3851848)"
"19111","Lee County","April 01, 2020","33,555","POINT (-91.479264 40.6419764)"
"19073","Greene County","July 01, 2004","9,928","POINT (-94.3968356 42.0362394)"
"19023","Butler County","July 01, 1991","15,713","POINT (-92.7901934 42.7315661)"
"19145","Page County","July 01, 1997","17,344","POINT (-95.1501747 40.7391444)"
"19017","Bremer County","July 01, 2015","24,746","POINT (-92.3180548 42.7745873)"
"19029","Cass County","July 01, 2003","14,228","POINT (-94.9278266 41.3314876)"
"19095","Iowa County","July 01, 2006","15,932","POINT (-92.065524 41.6863229)"
"19087","Henry County","July 01, 1996","20,001","POINT (-91.5445241 40.9879383)"
"19189","Winnebago County","July 01, 1996","11,804","POINT (-93.7341955 43.3775678)"
"19097","Jackson County","July 01, 2015","19,366","POINT (-90.5742294 42.1717426)"
"19179","Wapello County","July 01, 2006","35,673","POINT (-92.4094499 41.0305845)"
"19107","Keokuk County","July 01, 2002","11,341","POINT (-92.1786426 41.336465)"
"19133","Monona County","July 01, 2021","8,595","POINT (-95.9599235 42.0516663)"
"19111","Lee County","July 01, 2015","34,894","POINT (-91.479264 40.6419764)"
"19045","Clinton County","July 01, 2003","49,487","POINT (-90.5319724 41.8980358)"
"19111","Lee County","July 01, 2009","35,447","POINT (-91.479264 40.6419764)"
"19013","Black Hawk County","July 01, 2002","126,628","POINT (-92.3088197 42.4700957)"
"19163","Scott County","July 01, 1992","153,222","POINT (-90.6232428 41.6370978)"
"19097","Jackson County","July 01, 2014","19,431","POINT (-90.5742294 42.1717426)"
"19077","Guthrie County","July 01, 2004","11,350","POINT (-94.501055 41.6837548)"
"19189","Winnebago County","July 01, 2013","10,430","POINT (-93.7341955 43.3775678)"
"19019","Buchanan County","July 01, 2021","20,707","POINT (-91.8378392 42.4707777)"
"19139","Muscatine County","July 01, 2004","41,806","POINT (-91.1127562 41.4839221)"
"19001","Adair County","July 01, 2018","7,074","POINT (-94.4709413 41.3307464)"
"19177","Van Buren County","July 01, 2022","7,250","POINT (-91.9499871 40.7532294)"
"19039","Clarke County","July 01, 2006","9,074","POINT (-93.7851579 41.0290323)"
"19153","Polk County","July 01, 1996","354,096","POINT (-93.5735335 41.6855048)"
"19117","Lucas County","July 01, 2011","8,880","POINT (-93.3277207 41.0293738)"
"19009","Audubon County","July 01, 1999","6,893","POINT (-94.9058222 41.6845893)"
"19135","Monroe County","July 01, 2001","7,937","POINT (-92.8689877 41.0297826)"
"19013","Black Hawk County","July 01, 2003","126,026","POINT (-92.3088197 42.4700957)"
"19067","Floyd County","April 01, 1990","17,058","POINT (-92.7890033 43.0599208)"
"19189","Winnebago County","July 01, 2024","10,383","POINT (-93.7341955 43.3775678)"
"19045","Clinton County","April 01, 2010","49,116","POINT (-90.5319724 41.8980358)"
"19099","Jasper County","July 01, 2008","36,460","POINT (-93.053765 41.6860394)"
"19151","Pocahontas County","July 01, 2023","7,024","POINT (-94.6787466 42.7341351)"
"19075","Grundy County","July 01, 2018","12,272","POINT (-92.7914177 42.4018651)"
"19129","Mills County","July 01, 2012","14,873","POINT (-95.6213267 41.0334523)"
"19041","Clay County","July 01, 2001","17,255","POINT (-95.1509194 43.0825804)"
"19135","Monroe County","July 01, 1995","8,184","POINT (-92.8689877 41.0297826)"
"19099","Jasper County","July 01, 1998","36,087","POINT (-93.053765 41.6860394)"
"19055","Delaware County","July 01, 2018","17,081","POINT (-91.3673502 42.471211)"
"19019","Buchanan County","July 01, 2013","21,026","POINT (-91.8378392 42.4707777)"
"19131","Mitchell County","July 01, 2016","10,644","POINT (-92.7890315 43.3564124)"
"19121","Madison County","July 01, 2024","17,161","POINT (-94.0155619 41.3307142)"
"19143","Osceola County","July 01, 2003","6,811","POINT (-95.6236852 43.3785704)"
"19011","Benton County","July 01, 2006","26,571","POINT (-92.0656912 42.0801864)"
"19049","Dallas County","July 01, 2011","69,696","POINT (-94.0397374 41.6848862)"
"19155","Pottawattamie County","July 01, 2017","93,416","POINT (-95.5423935 41.3366123)"
"19025","Calhoun County","July 01, 1993","11,503","POINT (-94.6404136 42.3851848)"
"19141","O'Brien County","July 01, 1995","15,646","POINT (-95.6248784 43.0837527)"
"19117","Lucas County","July 01, 2023","8,775","POINT (-93.3277207 41.0293738)"
"19195","Worth County","July 01, 1993","7,930","POINT (-93.2608476 43.3773984)"
"19043","Clayton County","July 01, 1998","18,952","POINT (-91.3414328 42.8447493)"
"19121","Madison County","July 01, 1991","12,516","POINT (-94.0155619 41.3307142)"
"19065","Fayette County","July 01, 2018","19,679","POINT (-91.8443207 42.8625919)"
"19189","Winnebago County","July 01, 2019","10,354","POINT (-93.7341955 43.3775678)"
"19001","Adair County","July 01, 1991","8,397","POINT (-94.4709413 41.3307464)"
"19161","Sac County","April 01, 1990","12,324","POINT (-95.1053946 42.3862604)"
"19111","Lee County","July 01, 1994","38,901","POINT (-91.479264 40.6419764)"
"19169","Story County","July 01, 2007","85,232","POINT (-93.4650448 42.0362415)"
"19125","Marion County","July 01, 1992","30,183","POINT (-93.0994367 41.3344515)"
"19027","Carroll County","July 01, 1995","21,525","POINT (-94.8605593 42.0362382)"
"19085","Harrison County","July 01, 1999","15,569","POINT (-95.8169209 41.6828528)"
"19087","Henry County","July 01, 2023","19,573","POINT (-91.5445241 40.9879383)"
"19033","Cerro Gordo County","July 01, 2014","43,206","POINT (-93.2608184 43.0815577)"
"19151","Pocahontas County","July 01, 2011","7,204","POINT (-94.6787466 42.7341351)"
"19153","Polk County","July 01, 1991","328,531","POINT (-93.5735335 41.6855048)"
"19051","Davis County","July 01, 1997","8,428","POINT (-92.4097173 40.7476891)"
"19053","Decatur County","July 01, 1997","8,459","POINT (-93.7862815 40.7376827)"
"19031","Cedar County","July 01, 2002","18,049","POINT (-91.1324125 41.7723207)"
"19007","Appanoose County","July 01, 2004","13,355","POINT (-92.8686104 40.7431635)"
"19091","Humboldt County","July 01, 2017","9,569","POINT (-94.2071868 42.7764686)"
"19081","Hancock County","April 01, 2020","10,795","POINT (-93.7342723 43.0818861)"
"19055","Delaware County","July 01, 2012","17,567","POINT (-91.3673502 42.471211)"
"19169","Story County","July 01, 2006","83,476","POINT (-93.4650448 42.0362415)"
"19033","Cerro Gordo County","July 01, 2023","42,470","POINT (-93.2608184 43.0815577)"
"19021","Buena Vista County","July 01, 1996","20,500","POINT (-95.151149 42.7354936)"
"19025","Calhoun County","July 01, 2016","9,811","POINT (-94.6404136 42.3851848)"
"19025","Calhoun County","July 01, 2021","9,894","POINT (-94.6404136 42.3851848)"
"19027","Carroll County","July 01, 2019","20,165","POINT (-94.8605593 42.0362382)"
"19197","Wright County","July 01, 2005","13,377","POINT (-93.7351465 42.7331189)"
"19157","Poweshiek County","July 01, 1994","18,884","POINT (-92.5314684 41.6864422)"
"19179","Wapello County","July 01, 2017","35,022","POINT (-92.4094499 41.0305845)"
"19025","Calhoun County","April 01, 2020","9,927","POINT (-94.6404136 42.3851848)"
"19187","Webster County","July 01, 1993","40,283","POINT (-94.1817881 42.4279662)"
"19139","Muscatine County","April 01, 2020","43,235","POINT (-91.1127562 41.4839221)"
"19167","Sioux County","July 01, 2019","34,855","POINT (-96.1778827 43.0826174)"
"19031","Cedar County","July 01, 1997","17,860","POINT (-91.1324125 41.7723207)"
"19165","Shelby County","July 01, 2001","12,992","POINT (-95.3102113 41.6850926)"
"19107","Keokuk County","July 01, 2004","11,073","POINT (-92.1786426 41.336465)"
"19161","Sac County","July 01, 1994","12,036","POINT (-95.1053946 42.3862604)"
"19103","Johnson County","July 01, 2019","151,140","POINT (-91.5880849 41.6715511)"
"19165","Shelby County","July 01, 2022","11,745","POINT (-95.3102113 41.6850926)"
"19063","Emmet County","April 01, 2010","10,302","POINT (-94.6784803 43.3780225)"
"19057","Des Moines County","July 01, 2022","38,258","POINT (-91.1814707 40.9231829)"
"19029","Cass County","July 01, 2002","14,214","POINT (-94.9278266 41.3314876)"
"19123","Mahaska County","July 01, 2023","21,967","POINT (-92.6409094 41.3352035)"
"19083","Hardin County","July 01, 2021","16,705","POINT (-93.2404025 42.3838803)"
"19121","Madison County","July 01, 1996","13,340","POINT (-94.0155619 41.3307142)"
"19023","Butler County","July 01, 2003","14,782","POINT (-92.7901934 42.7315661)"
"19045","Clinton County","July 01, 2002","49,614","POINT (-90.5319724 41.8980358)"
"19001","Adair County","July 01, 1996","8,366","POINT (-94.4709413 41.3307464)"
"19093","Ida County","April 01, 1990","8,365","POINT (-95.5134962 42.3868747)"
"19025","Calhoun County","July 01, 1998","11,377","POINT (-94.6404136 42.3851848)"
"19007","Appanoose County","April 01, 1990","13,743","POINT (-92.8686104 40.7431635)"
"19039","Clarke County","April 01, 1990","8,287","POINT (-93.7851579 41.0290323)"
"19169","Story County","April 01, 2020","98,537","POINT (-93.4650448 42.0362415)"
"19187","Webster County","April 01, 2020","36,999","POINT (-94.1817881 42.4279662)"
"19011","Benton County","July 01, 2007","26,551","POINT (-92.0656912 42.0801864)"
"19051","Davis County","July 01, 2002","8,565","POINT (-92.4097173 40.7476891)"
"19095","Iowa County","July 01, 1992","14,744","POINT (-92.065524 41.6863229)"
"19043","Clayton County","July 01, 2009","17,463","POINT (-91.3414328 42.8447493)"
"19079","Hamilton County","July 01, 2019","14,773","POINT (-93.7068085 42.3837722)"
"19069","Franklin County","July 01, 2024","10,024","POINT (-93.262473 42.7325458)"
"19053","Decatur County","July 01, 2012","8,239","POINT (-93.7862815 40.7376827)"
"19073","Greene County","July 01, 2024","8,662","POINT (-94.3968356 42.0362394)"
"19067","Floyd County","July 01, 2008","16,031","POINT (-92.7890033 43.0599208)"
"19195","Worth County","July 01, 2014","7,557","POINT (-93.2608476 43.3773984)"
"19027","Carroll County","April 01, 2000","21,427","POINT (-94.8605593 42.0362382)"
"19053","Decatur County","July 01, 1999","8,538","POINT (-93.7862815 40.7376827)"
"19169","Story County","July 01, 2001","80,057","POINT (-93.4650448 42.0362415)"
"19001","Adair County","July 01, 2016","7,005","POINT (-94.4709413 41.3307464)"
"19143","Osceola County","July 01, 2008","6,448","POINT (-95.6236852 43.3785704)"
"19067","Floyd County","July 01, 1991","17,056","POINT (-92.7890033 43.0599208)"
"19055","Delaware County","July 01, 1996","18,347","POINT (-91.3673502 42.471211)"
"19079","Hamilton County","July 01, 2003","16,151","POINT (-93.7068085 42.3837722)"
"19003","Adams County","July 01, 2023","3,553","POINT (-94.6991849 41.0289839)"
"19195","Worth County","July 01, 2023","7,322","POINT (-93.2608476 43.3773984)"
"19145","Page County","July 01, 2016","15,329","POINT (-95.1501747 40.7391444)"
"19093","Ida County","July 01, 1995","8,333","POINT (-95.5134962 42.3868747)"
"19009","Audubon County","July 01, 1995","6,992","POINT (-94.9058222 41.6845893)"
"19131","Mitchell County","July 01, 1996","10,971","POINT (-92.7890315 43.3564124)"
"19021","Buena Vista County","July 01, 1991","19,992","POINT (-95.151149 42.7354936)"
"19119","Lyon County","July 01, 2009","11,172","POINT (-96.2102924 43.380497)"
"19175","Union County","July 01, 2013","12,616","POINT (-94.2423792 41.0277304)"
"19171","Tama County","July 01, 2011","17,614","POINT (-92.5325425 42.0798117)"
"19115","Louisa County","July 01, 2003","12,175","POINT (-91.2596184 41.2185073)"
"19077","Guthrie County","July 01, 1991","10,941","POINT (-94.501055 41.6837548)"
"19037","Chickasaw County","July 01, 2023","11,694","POINT (-92.3176637 43.0600414)"
"19079","Hamilton County","July 01, 2011","15,467","POINT (-93.7068085 42.3837722)"
"19081","Hancock County","April 01, 2000","12,100","POINT (-93.7342723 43.0818861)"
"19133","Monona County","July 01, 2008","9,019","POINT (-95.9599235 42.0516663)"
"19039","Clarke County","July 01, 1991","8,301","POINT (-93.7851579 41.0290323)"
"19135","Monroe County","April 01, 2010","7,970","POINT (-92.8689877 41.0297826)"
"19103","Johnson County","July 01, 2024","160,080","POINT (-91.5880849 41.6715511)"
"19147","Palo Alto County","April 01, 2000","10,147","POINT (-94.6781371 43.0820643)"
"19191","Winneshiek County","July 01, 2005","20,871","POINT (-91.8437074 43.2906746)"
"19171","Tama County","July 01, 1998","17,950","POINT (-92.5325425 42.0798117)"
"19029","Cass County","July 01, 2011","13,765","POINT (-94.9278266 41.3314876)"
"19179","Wapello County","July 01, 1993","36,037","POINT (-92.4094499 41.0305845)"
"19129","Mills County","July 01, 2017","15,060","POINT (-95.6213267 41.0334523)"
"19023","Butler County","April 01, 1990","15,731","POINT (-92.7901934 42.7315661)"
"19037","Chickasaw County","July 01, 1996","13,297","POINT (-92.3176637 43.0600414)"
"19131","Mitchell County","July 01, 2001","10,735","POINT (-92.7890315 43.3564124)"
"19053","Decatur County","July 01, 2004","8,454","POINT (-93.7862815 40.7376827)"
"19109","Kossuth County","July 01, 2012","15,413","POINT (-94.2067199 43.20413)"
"19039","Clarke County","July 01, 2013","9,245","POINT (-93.7851579 41.0290323)"
"19061","Dubuque County","July 01, 2013","95,945","POINT (-90.8824564 42.468832)"
"19169","Story County","July 01, 2021","99,683","POINT (-93.4650448 42.0362415)"
"19135","Monroe County","July 01, 2016","7,836","POINT (-92.8689877 41.0297826)"
"19011","Benton County","July 01, 1992","22,526","POINT (-92.0656912 42.0801864)"
"19009","Audubon County","July 01, 2011","6,004","POINT (-94.9058222 41.6845893)"
"19107","Keokuk County","July 01, 1997","11,486","POINT (-92.1786426 41.336465)"
"19173","Taylor County","July 01, 2006","6,541","POINT (-94.6964148 40.7374324)"
"19043","Clayton County","July 01, 2015","17,726","POINT (-91.3414328 42.8447493)"
"19095","Iowa County","July 01, 2016","16,192","POINT (-92.065524 41.6863229)"
"19037","Chickasaw County","July 01, 2018","11,952","POINT (-92.3176637 43.0600414)"
"19173","Taylor County","July 01, 2016","6,213","POINT (-94.6964148 40.7374324)"
"19177","Van Buren County","July 01, 1998","7,736","POINT (-91.9499871 40.7532294)"
"19069","Franklin County","July 01, 2019","10,070","POINT (-93.262473 42.7325458)"
"19071","Fremont County","July 01, 2004","7,604","POINT (-95.6046765 40.7455892)"
"19187","Webster County","July 01, 1998","39,268","POINT (-94.1817881 42.4279662)"
"19013","Black Hawk County","July 01, 2014","133,390","POINT (-92.3088197 42.4700957)"
"19163","Scott County","April 01, 2010","165,224","POINT (-90.6232428 41.6370978)"
"19003","Adams County","July 01, 2018","3,644","POINT (-94.6991849 41.0289839)"
"19041","Clay County","April 01, 2010","16,667","POINT (-95.1509194 43.0825804)"
"19163","Scott County","July 01, 2006","161,473","POINT (-90.6232428 41.6370978)"
"19105","Jones County","April 01, 2020","20,646","POINT (-91.1314352 42.1212397)"
"19105","Jones County","July 01, 1997","20,522","POINT (-91.1314352 42.1212397)"
"19173","Taylor County","April 01, 2000","6,958","POINT (-94.6964148 40.7374324)"
"19079","Hamilton County","July 01, 2008","15,352","POINT (-93.7068085 42.3837722)"
"19135","Monroe County","July 01, 2021","7,586","POINT (-92.8689877 41.0297826)"
"19105","Jones County","July 01, 2007","20,403","POINT (-91.1314352 42.1212397)"
"19117","Lucas County","July 01, 1993","9,132","POINT (-93.3277207 41.0293738)"
"19127","Marshall County","July 01, 2004","39,227","POINT (-92.9987706 42.0358499)"
"19131","Mitchell County","July 01, 2014","10,700","POINT (-92.7890315 43.3564124)"
"19001","Adair County","July 01, 2017","7,051","POINT (-94.4709413 41.3307464)"
"19031","Cedar County","July 01, 2016","18,348","POINT (-91.1324125 41.7723207)"
"19033","Cerro Gordo County","July 01, 2004","44,654","POINT (-93.2608184 43.0815577)"
"19065","Fayette County","July 01, 2017","19,687","POINT (-91.8443207 42.8625919)"
"19173","Taylor County","July 01, 2012","6,260","POINT (-94.6964148 40.7374324)"
"19067","Floyd County","July 01, 2014","15,999","POINT (-92.7890033 43.0599208)"
"19139","Muscatine County","July 01, 1997","41,274","POINT (-91.1127562 41.4839221)"
"19191","Winneshiek County","April 01, 1990","20,847","POINT (-91.8437074 43.2906746)"
"19173","Taylor County","July 01, 1993","7,024","POINT (-94.6964148 40.7374324)"
"19091","Humboldt County","April 01, 2000","10,381","POINT (-94.2071868 42.7764686)"
"19187","Webster County","July 01, 2023","36,653","POINT (-94.1817881 42.4279662)"
"19095","Iowa County","July 01, 2007","15,794","POINT (-92.065524 41.6863229)"
"19123","Mahaska County","July 01, 1993","21,613","POINT (-92.6409094 41.3352035)"
"19089","Howard County","July 01, 2004","9,679","POINT (-92.3171989 43.3567673)"
"19075","Grundy County","July 01, 1996","12,244","POINT (-92.7914177 42.4018651)"
"19109","Kossuth County","July 01, 2001","16,780","POINT (-94.2067199 43.20413)"
"19055","Delaware County","July 01, 2016","17,288","POINT (-91.3673502 42.471211)"
"19105","Jones County","July 01, 2014","20,548","POINT (-91.1314352 42.1212397)"
"19121","Madison County","July 01, 2017","16,000","POINT (-94.0155619 41.3307142)"
"19083","Hardin County","July 01, 1995","18,941","POINT (-93.2404025 42.3838803)"
"19135","Monroe County","July 01, 1993","8,209","POINT (-92.8689877 41.0297826)"
"19171","Tama County","July 01, 2015","17,217","POINT (-92.5325425 42.0798117)"
"19067","Floyd County","July 01, 2018","15,752","POINT (-92.7890033 43.0599208)"
"19143","Osceola County","July 01, 2012","6,204","POINT (-95.6236852 43.3785704)"
"19103","Johnson County","July 01, 1991","96,595","POINT (-91.5880849 41.6715511)"
"19077","Guthrie County","July 01, 2008","10,984","POINT (-94.501055 41.6837548)"
"19105","Jones County","July 01, 1992","19,607","POINT (-91.1314352 42.1212397)"
"19095","Iowa County","July 01, 2002","15,756","POINT (-92.065524 41.6863229)"
"19133","Monona County","July 01, 2015","8,866","POINT (-95.9599235 42.0516663)"
"19151","Pocahontas County","July 01, 2009","7,346","POINT (-94.6787466 42.7341351)"
"19045","Clinton County","July 01, 2016","47,248","POINT (-90.5319724 41.8980358)"
"19135","Monroe County","July 01, 2005","7,728","POINT (-92.8689877 41.0297826)"
"19159","Ringgold County","April 01, 1990","5,420","POINT (-94.2439719 40.7352023)"
"19001","Adair County","July 01, 2013","7,387","POINT (-94.4709413 41.3307464)"
"19125","Marion County","July 01, 2005","32,310","POINT (-93.0994367 41.3344515)"
"19031","Cedar County","July 01, 1992","17,505","POINT (-91.1324125 41.7723207)"
"19027","Carroll County","April 01, 1990","21,423","POINT (-94.8605593 42.0362382)"
"19113","Linn County","July 01, 1993","174,288","POINT (-91.5989646 42.0789478)"
"19087","Henry County","July 01, 1992","19,490","POINT (-91.5445241 40.9879383)"
"19035","Cherokee County","July 01, 1999","13,204","POINT (-95.6238055 42.7356226)"
"19157","Poweshiek County","April 01, 2000","18,832","POINT (-92.5314684 41.6864422)"
"19117","Lucas County","July 01, 2004","9,619","POINT (-93.3277207 41.0293738)"
"19003","Adams County","July 01, 1998","4,503","POINT (-94.6991849 41.0289839)"
"19167","Sioux County","July 01, 2006","32,114","POINT (-96.1778827 43.0826174)"
"19109","Kossuth County","July 01, 2011","15,400","POINT (-94.2067199 43.20413)"
"19003","Adams County","July 01, 2008","4,032","POINT (-94.6991849 41.0289839)"
"19121","Madison County","July 01, 2007","15,343","POINT (-94.0155619 41.3307142)"
"19059","Dickinson County","July 01, 2008","16,644","POINT (-95.1508301 43.3779848)"
"19137","Montgomery County","July 01, 2011","10,632","POINT (-95.1563758 41.03014)"
"19017","Bremer County","April 01, 1990","22,813","POINT (-92.3180548 42.7745873)"
"19105","Jones County","July 01, 2021","20,832","POINT (-91.1314352 42.1212397)"
"19151","Pocahontas County","July 01, 1992","9,396","POINT (-94.6787466 42.7341351)"
"19175","Union County","July 01, 2001","12,201","POINT (-94.2423792 41.0277304)"
"19083","Hardin County","April 01, 1990","19,094","POINT (-93.2404025 42.3838803)"
"19057","Des Moines County","July 01, 1991","42,668","POINT (-91.1814707 40.9231829)"
"19167","Sioux County","July 01, 1996","31,347","POINT (-96.1778827 43.0826174)"
"19039","Clarke County","July 01, 2002","9,168","POINT (-93.7851579 41.0290323)"
"19149","Plymouth County","July 01, 1997","24,739","POINT (-96.2140431 42.7378346)"
"19029","Cass County","July 01, 2007","13,870","POINT (-94.9278266 41.3314876)"
"19007","Appanoose County","April 01, 2000","13,723","POINT (-92.8686104 40.7431635)"
"19197","Wright County","July 01, 2019","12,562","POINT (-93.7351465 42.7331189)"
"19043","Clayton County","July 01, 1994","18,909","POINT (-91.3414328 42.8447493)"
"19143","Osceola County","July 01, 2023","6,016","POINT (-95.6236852 43.3785704)"
"19001","Adair County","July 01, 2022","7,457","POINT (-94.4709413 41.3307464)"
"19131","Mitchell County","July 01, 2023","10,544","POINT (-92.7890315 43.3564124)"
"19019","Buchanan County","July 01, 2002","20,761","POINT (-91.8378392 42.4707777)"
"19041","Clay County","July 01, 1997","17,601","POINT (-95.1509194 43.0825804)"
"19069","Franklin County","July 01, 2003","10,588","POINT (-93.262473 42.7325458)"
"19011","Benton County","April 01, 2020","25,575","POINT (-92.0656912 42.0801864)"
"19063","Emmet County","April 01, 2000","11,028","POINT (-94.6784803 43.3780225)"
"19133","Monona County","July 01, 2019","8,615","POINT (-95.9599235 42.0516663)"
"19065","Fayette County","July 01, 2016","19,858","POINT (-91.8443207 42.8625919)"
"19171","Tama County","July 01, 2022","16,910","POINT (-92.5325425 42.0798117)"
"19043","Clayton County","July 01, 1999","18,900","POINT (-91.3414328 42.8447493)"
"19131","Mitchell County","July 01, 2022","10,557","POINT (-92.7890315 43.3564124)"
"19183","Washington County","July 01, 1994","20,098","POINT (-91.7178676 41.335591)"
"19027","Carroll County","July 01, 2005","20,911","POINT (-94.8605593 42.0362382)"
"19079","Hamilton County","July 01, 1998","16,371","POINT (-93.7068085 42.3837722)"
"19003","Adams County","July 01, 1991","4,845","POINT (-94.6991849 41.0289839)"
"19161","Sac County","July 01, 2009","10,059","POINT (-95.1053946 42.3862604)"
"19143","Osceola County","July 01, 2011","6,316","POINT (-95.6236852 43.3785704)"
"19137","Montgomery County","April 01, 2000","11,771","POINT (-95.1563758 41.03014)"
"19013","Black Hawk County","July 01, 2007","126,737","POINT (-92.3088197 42.4700957)"
"19105","Jones County","April 01, 2010","20,638","POINT (-91.1314352 42.1212397)"
"19017","Bremer County","July 01, 1995","23,098","POINT (-92.3180548 42.7745873)"
"19033","Cerro Gordo County","July 01, 2021","42,767","POINT (-93.2608184 43.0815577)"
"19081","Hancock County","July 01, 2005","11,626","POINT (-93.7342723 43.0818861)"
"19107","Keokuk County","July 01, 2011","10,398","POINT (-92.1786426 41.336465)"
"19039","Clarke County","July 01, 2019","9,395","POINT (-93.7851579 41.0290323)"
"19077","Guthrie County","July 01, 2014","10,686","POINT (-94.501055 41.6837548)"
"19165","Shelby County","July 01, 2023","11,823","POINT (-95.3102113 41.6850926)"
"19073","Greene County","July 01, 1999","10,442","POINT (-94.3968356 42.0362394)"
"19107","Keokuk County","July 01, 2015","10,171","POINT (-92.1786426 41.336465)"
"19079","Hamilton County","July 01, 2023","14,848","POINT (-93.7068085 42.3837722)"
"19041","Clay County","July 01, 2014","16,484","POINT (-95.1509194 43.0825804)"
"19003","Adams County","July 01, 2003","4,321","POINT (-94.6991849 41.0289839)"
"19145","Page County","July 01, 2024","15,038","POINT (-95.1501747 40.7391444)"
"19123","Mahaska County","July 01, 2008","22,120","POINT (-92.6409094 41.3352035)"
