"","County","Year","Population","Personal_Income","Personal_Income_Per_Capita","Total_Revenue","Revenue_Percent_Property_Tax","Revenue_Percent_Grant","Revenue_Percent_Activities","Revenue_Percent_Other","Total_Budget","Budgeted_Public_Safety_Percent","Budgeted_Mental_Health_Percent","Budgeted_Roads_Transportation_Percent","Budgeted_Administration_Percent","Budgeted_Debt_Percent","Budgeted_Physical_Health_Percent","Budgeted_Environment_Education_Percent","Budgeted_Services_to_Residents_Percent","Budgeted_Refunded_Programs_Percent","Budgeted_Projects_Percent","Budgeted_Transfers_Out_Percent","Budgeted_Refunded_Debt_Percent","Total_Expenditure","Actual_Public_Safety_Percent","Actual_Mental_Health_Percent","Actual_Roads_Transportation_Percent","Actual_Administration_Percent","Actual_Debt_Percent","Actual_Physical_Health_Percent","Actual_Environment_Education_Percent","Actual_Services_to_Residents_Percent","Actual_Refunded_Programs_Percent","Actual_Projects_Percent","Actual_Transfers_Out_Percent","Actual_Refunded_Debt_Percent"
"210","POTTAWATTAMIE",2015,93563,3915437000,41740,95062674,0.4267,0.2147,0.0338,0.3248,83444801,0.325314431512636,0.11572754544648,0.144057578853834,0.0811790778912637,0.0472045106800602,0.0680653549644153,0.0939338209938328,0.0279268806692942,0,0.0257655357102475,0.0708252632779363,0,93275890,0.281246525763517,0.103496487677577,0.123898598019274,0.0686407066177551,0.096341948600008,0.0551617465134881,0.0604732369747423,0.0220395752857464,0,0.0603427959786822,0.12835837856921,0
"211","WINNEBAGO",2017,10573,421464000,38820,17508702,0.306,0.2454,0.0954,0.3532,19701842,0.105545816477464,0.0416539225114078,0.185401649246806,0.0928522317862462,0.143046015697416,0.0748583305053406,0.0503975212063928,0.0307193611643013,0.000557815863105592,0.19488665069997,0.0800806848415493,0,21715591,0.0913943811153931,0.0373908773654836,0.167589774554144,0.0771425930797831,0.14949042832866,0.0656961627247446,0.0359138279957474,0.0244124141037654,0,0.269325757700999,0.0816437830312792,0
"212","WOODBURY",2013,102284,3789167000,36726,52505128,0.4902,0.1975,0.056,0.2563,60872988,0.219101467468625,0.204445213039321,0.119022085789513,0.101345345492158,0.0183361296475212,0.0973196682903096,0.0392573139337271,0.0397370176735862,0.010290294933444,0.0486291226578199,0.102516341073975,0,50705401,0.260693648789012,0.106060397786816,0.136092642280849,0.115533510917308,0.019998421864369,0.100333295855406,0.0416112279636641,0.0416077569330336,0.000166096704372775,0.0528615087769447,0.125041492128225,0
"213","CEDAR",2022,18331,1201891000,65324,27253628,0.3704,0.3352,0.0601,0.2343,31192889,0.149305407395897,0.0236999528963156,0.230228755021697,0.0719503730481649,0.0227493836816462,0.0468363158026177,0.0619910839294174,0.0195484297719265,0.000269292145398908,0.284335926691497,0.0890850796154213,0,27966338,0.154909484395132,0.0316459380559586,0.255782970226563,0.0988446896408103,0.0767208062778902,0.0552355120645399,0.0663790876016731,0.0187197193998013,0.000258525088268618,0.0774539376589098,0.164049329590453,0
"214","MAHASKA",2016,22186,847584000,38183,17329474,0.3558,0.3128,0.0476,0.2838,16696789,0.192056269022744,0.0621181713442028,0.338987334630629,0.0803534739523869,0.000508481001945943,0.046925789144248,0.0558254045134067,0.0396849957198357,0.0533036621592331,0,0.130236418511368,0,17057589,0.184256755160416,0.0684828905187011,0.354706400769769,0.0759321847888351,0.00049772567506463,0.0371740695593029,0.0570451662307024,0.0358045911412217,0.0550249510643034,0.000259708450004277,0.13081555664168,0
"215","LUCAS",2019,8600,358381000,41417,8752839,0.3787,0.3899,0.057,0.1744,10772063,0.115717667080113,0.0314106035213496,0.381043259772989,0.124576137365702,0.00506829564587582,0.0547697316660699,0.0382248971250911,0.0318123835703523,0,0.151566232020737,0.0658107922317201,0,8840418,0.124696818634594,0.038041413878846,0.426883208463672,0.144568842785488,0.00594383659234213,0.0571387009075815,0.0444721052782798,0.0373498176217459,0,0.0413116212378193,0.0795936345996309,0
"216","HOWARD",2021,9509,568831000,59877,17434848,0.3409,0.3402,0.045,0.2739,16530205,0.138426534940129,0.0220898651892097,0.301149259794419,0.0785176590368964,0.0655616188667957,0.027721132315056,0.14804281011639,0.0289506996434708,0.000302476587555932,0.0682249252202256,0.121013018289852,0,16017828,0.132352463767247,0.0226371515538811,0.314957933123018,0.0673950300877248,0.0675682121196457,0.0254344097089818,0.133045566477552,0.0254497675964557,0,0.0637051415460323,0.147454324019461,0
"217","HUMBOLDT",2015,9556,445362000,46257,12140795,0.3965,0.2744,0.0538,0.2753,10656993,0.164830360684294,0.0881438131750673,0.300408192066937,0.112119244143259,0,0.0378036280965935,0.0731027973838399,0.0371794370137993,0,0.0346251517665443,0.151787375669666,0,10689135,0.165984244749458,0.0761815619318121,0.277626487082444,0.116417745682883,0,0.0323302119395068,0.0711140798577247,0.0350746809727822,0,0.0629424176979709,0.162328570085419,0
"218","LOUISA",2017,11195,443572000,40106,12702890,0.3691,0.3148,0.0604,0.2557,12882905,0.236396915136765,0.0303219654262761,0.268188192026565,0.0910637003067243,0.026750954074411,0.0696223406133943,0.0524977091735133,0.0299786422394638,0,0.0572153563190911,0.137964224683796,0,12145306,0.249798975834779,0.0248184771960459,0.276136887781996,0.0933673470227922,0.0283755715994311,0.0676255501508155,0.0580984126707059,0.0309021444169459,0,0.00951412833896487,0.161362504987524,0
"219","RINGGOLD",2011,5049,183877000,36578,11448482,0.2383,0.3799,0.0461,0.3357,8698858,0.153766046071795,0.106667449911241,0.329342656242923,0.163677806902929,0,0.103211019193554,0.0321332984168727,0.0298598965519382,0.0014369702321845,0.0103921687191583,0.0695126877574045,0,10765447,0.0869149232725775,0.0793701366975287,0.35112736145559,0.0556256512154117,0.016908447926036,0.103494355598983,0.0240590102761177,0.0272144760918892,0.0011909398652931,0.198434026938222,0.0556606706623515,0
"220","HOWARD",2010,9566,354236000,36988,10868856,0.322,0.3718,0.0525,0.2537,10298993,0.121861525685084,0.126352450186149,0.294674634694868,0.0857378968992405,0.00785465142077483,0.0408344777008781,0.164606966914144,0.0344341432215752,9.70968715096709e-05,0.0371190659125606,0.0864270904932162,0,10786173,0.105717755500491,0.102582723269875,0.364239475854875,0.0775351925098921,0.00970344161919153,0.0371538635621735,0.147774006591587,0.0276621745265907,4.31107492898547e-05,0.0256020369782684,0.101986218837766,0
"221","DALLAS",2013,74949,4188994000,55238,37360298,0.4985,0.2272,0.0868,0.1875,39864487,0.203503735041166,0.103318173892467,0.185746702321793,0.0452806529280058,0.0440410533816728,0.072022574879742,0.0715749082635881,0.0487675910641971,0.00145492904499185,0.128754472621208,0.0955352065611681,0,35571007,0.213108023621597,0.0668564148324505,0.200206814499235,0.0415733240276273,0.04830127524925,0.0803069196213647,0.0788283559135675,0.049121718707598,0.00259143633465311,0.0752161163163022,0.143889600876354,0
"222","CLARKE",2021,9751,446437000,45760,10736055,0.4264,0.3925,0.0424,0.1387,11947513,0.202716665803168,0.0319255563898529,0.371667308501778,0.119815981786335,0.00721196118388823,0.0806382884873195,0.0333762348699683,0.0527905682128155,0,0.023854336881659,0.0760030978832164,0,10223248,0.22886415354494,0.0320462733565693,0.336527393251147,0.110157750257061,0.00841845957370886,0.0875608221574983,0.0337153123938693,0.0540438811618382,0,0.024285139126039,0.0843808151773292,0
"223","SAC",2018,9705,518951000,52782,14292074,0.3709,0.3542,0.0974,0.1775,14977316,0.182716716399654,0.0218587896522982,0.355108685695087,0.103402572263281,0,0.0565182039291953,0.0719652973870619,0.0321498858674011,0,0.0750802079624947,0.101199640843526,0,13737166,0.205036686606248,0.0238322809813902,0.307749211154615,0.102835257286692,0,0.0590476230686883,0.0688681348103386,0.0360802948730473,0.000868082980143066,0.0833104877672731,0.112371940471565,0
"224","CALHOUN",2014,9845,452648000,45161,13197769,0.4525,0.3191,0.0773,0.1511,14595199,0.153878477436313,0.0178243544332626,0.351061742974522,0.0914296543678507,0,0.14268287811629,0.0554244584126602,0.0412037547415421,0.000389511646946369,0.0553606703135737,0.0907444975570391,0,13834768,0.148116180914635,0.0304875369070157,0.384892468019702,0.0975564606504424,0,0.1363155493464,0.0459780026669041,0.0410173846066663,0.000148032840160384,0.0205058010369238,0.0949825830111499,0
"225","LUCAS",2015,8610,316933000,36589,9036534,0.3797,0.3751,0.0259,0.2193,8446026,0.132213303629423,0.05050162052544,0.393199831494717,0.108971367125794,0.0336583145730312,0.0907480038541203,0.0451347177950909,0.0361187616519296,0,0.0379113206613382,0.071542758689116,0,8807355,0.113800794903805,0.0604502713924896,0.330083208863501,0.100685960768017,0.0563878712734981,0.0740716140089732,0.0409047892358148,0.030786541475846,0,0.124855419135484,0.0679735289425713,0
"226","LOUISA",2018,11153,462329000,42133,12882925,0.3757,0.2923,0.0609,0.2711,13408774,0.230691113147257,0.0292371248855414,0.281367782020936,0.0952652345397126,0.0253378869686371,0.068145081720372,0.0587806909117866,0.0289312803691076,0,0.0418506568907791,0.14039314854587,0,12498117,0.247774924814674,0.0299086654413621,0.252981069068244,0.109584187762044,0.0271840950120726,0.0576704474762078,0.0595464900832661,0.0318191932432702,0,0.0118785893907058,0.171652337708152,0
"227","SAC",2014,10048,506717000,50026,12192643,0.4075,0.3261,0.0923,0.1741,13212037,0.170867974408488,0.0601408397509029,0.34478407833705,0.0964572684741952,0.0041628705702232,0.04698087055009,0.0608181766369561,0.0303732876315741,0,0.0812895089530857,0.104125124687435,0,12031933,0.182081299821068,0.0443325274500781,0.358564081099853,0.105313169546406,0.00393029116767854,0.057543954076207,0.0636910960192348,0.0362437191098055,0,0.0339620408458059,0.114337820863863,0
"228","DELAWARE",2010,17764,606572000,34123,15800014,0.3893,0.3608,0.0466,0.2033,15525973,0.121633278635742,0.180543531796687,0.252714918414453,0.078157420472134,0.00618318735965855,0.0439503533852597,0.0515879423466729,0.0386171610629492,0.00106595573752447,0.110274763456049,0.115271487332871,0,14441602,0.1256241516696,0.188423694268821,0.264317421294397,0.0779036840926651,0.00500470792644749,0.0371151344566898,0.0597734240287193,0.0401611954130851,0.00206479862829622,0.0756849551732557,0.123926833048023,0
"229","ADAIR",2012,7468,308847000,40842,9646266,0.3696,0.3647,0.0363,0.2294,12865300,0.0992522521822266,0.0589208180143487,0.288366847255797,0.0573759648045518,0.01572058171982,0.0227185530069256,0.0354111447070803,0.0230977901797859,0,0.240987773312709,0.158148274816755,0,11215018,0.102706210547321,0.0712465196221709,0.355049898270337,0.0619001235664535,0.0239188202818756,0.0223591259505781,0.0395531242125514,0.0249570709561055,0,0.177257138597548,0.121051967995058,0
"230","HOWARD",2012,9548,422175000,43881,11991013,0.3354,0.3232,0.048,0.2934,10794037,0.128850494027397,0.113562701332226,0.325931623173054,0.0953341182728946,0.0207902752232552,0.046369120283727,0.140486640911088,0.0366176250831825,9.26437439486264e-05,0.00202899063621887,0.0899357673130081,0,10851302,0.121490674575272,0.127505713139308,0.319359925656847,0.0870007119882941,0.0230460823963797,0.0401664242687191,0.0950219614199291,0.0300322486647224,0.00205883128126007,0.051523863219363,0.102793563389905,0
"231","RINGGOLD",2019,4894,225496000,47775,9980272,0.3447,0.4521,0.0644,0.1388,10564325,0.140653472891074,0.0814540446266089,0.375414046803748,0.0898784352052781,0.0485837003310671,0.0907822317090775,0.0321751744668968,0.0261462043244599,0,0.0378632804272871,0.0770494092145026,0,9548130,0.13999997905349,0.0781119444330984,0.416485217524269,0.0918551590730332,0.0282627069384267,0.0894418069297339,0.0365174123100544,0.0275190011028337,0,0.006557095473145,0.0852496771619155,0
"232","LYON",2012,11757,604164000,51213,15556286,0.3125,0.3771,0.0739,0.2365,14404810,0.19977812966641,0.0725561114655452,0.31238919499806,0.0728472642124401,0.0167737720941824,0.0633087142419789,0.0551108969851043,0.03296482216704,0.00592954714432193,0.0563700597231064,0.111971487301811,0,15584196,0.186308552587506,0.0634118693065719,0.326018294431102,0.0665055803969611,0.0154979441993671,0.0503637787923098,0.0491454932933338,0.0304310212730897,0.00516407776185566,0.103634861881871,0.103518526076032,0
"233","HARRISON",2016,14046,597157000,41374,18926554,0.4094,0.2968,0.0423,0.2515,17297582,0.162168851114566,0.0275311890413354,0.348314579459719,0.0817458185774173,0,0.102357427760712,0.0656464007512726,0.0370609603122564,0,0.0588868432593642,0.116287929723357,0,18721389,0.136689964617476,0.0254373753998702,0.387386106874869,0.0743363646789242,0.0800034655548261,0.0832599546967375,0.0574720177012507,0.030245992965586,0,0.0156683352928567,0.109500422217604,0
"234","MITCHELL",2020,10565,607915000,57415,31839366,0.1689,0.156,0.0449,0.6302,19390656,0.108297573841751,0.029890891777978,0.214536320999145,0.102900180375538,0.217190124975658,0.0663986303506184,0.115678448423818,0.0227357444740395,0,0.0495083817690335,0.07286370301242,0,29479735,0.0661923182145294,0.0192656073740147,0.185444780965636,0.0705710889192186,0.42525752012357,0.0344028194283293,0.0768706706488372,0.0138163725013132,0,0.0141068432263723,0.0940719785981794,0
"235","CLINTON",2018,46437,2032829000,43671,34000206,0.5298,0.2579,0.0479,0.1644,39096015,0.208342538235674,0.0667315070346684,0.15403293660492,0.106039861095818,0.0826025875015651,0.0413067930324868,0.047303414427276,0.0316580091346906,0.0235459547475619,0.184306175450362,0.054130222734977,0,42089744,0.192478314907309,0.0524983710996199,0.165616379135022,0.0909144042311115,0.0767154107661002,0.047687032736526,0.0438455981105516,0.0281161367957002,0.000206487357110084,0.251819968303917,0.050101896557033,0
"236","IOWA",2013,16281,786342000,47773,16322216,0.4005,0.2574,0.0861,0.256,18108529,0.174652618111609,0.0902389697142159,0.337988358966098,0.0819664590094535,0.0693866409579707,0.0573169692579668,0.0542915992789917,0.0316030087258882,0.00402053640027856,0.0281427055726061,0.0703921340049211,0,16608484,0.197711302247695,0.0458593330974699,0.368688376374388,0.0874485594230033,0.0670456135550963,0.0588493206243267,0.0586066133429156,0.0342400305771436,0.00418376535751246,0.00362778445040499,0.0737393009500446,0
"237","IOWA",2010,16355,642459000,39299,16903857,0.3351,0.3528,0.0819,0.2302,17429101,0.154119825227933,0.0802610530514454,0.314021302647796,0.0902823960914565,0.0365795688486744,0.0534368927003177,0.0636890565956328,0.0280720158773536,0.00387053813045205,0.0884869506465078,0.0871804001824305,0,17128756,0.148959387360063,0.0766667468437288,0.336379477879187,0.087659956157937,0.0398861423444878,0.0535253114703718,0.0554013379605618,0.0280319831749603,0.0112796282462077,0.0772724534110942,0.0849375751514004,0
"238","DECATUR",2011,8249,231463000,28124,8254507,0.2784,0.5616,0.039,0.121,8312841,0.114522820778119,0.14145476859235,0.350239105980735,0.0870923670980836,0,0.149369992761801,0.041098584707683,0.0330827932351888,0,0.0298032886711053,0.0533362781749344,0,8055397,0.120543531249919,0.127841743864393,0.371957334939544,0.0760219514941349,0,0.154558490413322,0.0435282084793586,0.0337234775641722,0,0.0132616679227604,0.0585635940723964,0
"239","BLACK HAWK",2022,130081,6965825000,53471,80005986,0.4448,0.2012,0.0706,0.2834,82375600,0.28716431807477,0.0495842943784324,0.0987749163587276,0.0794418735645021,0.0741695356391941,0.0938950004613016,0.03744288357232,0.0288249554479725,0,0.099977456916854,0.150724765585926,0,79023750,0.271848450624021,0.0480051376959458,0.0858298549486705,0.0795014283680539,0.0773084294278619,0.0894764422088296,0.0348393615843338,0.0295609611034657,0,0.0917965421787754,0.191833391860042,0
"240","BUTLER",2011,14966,654100000,43712,39189356,0.124,0.6943,0.026,0.1557,38999400,0.0489519582352549,0.617018031046631,0.116668461566075,0.0393453232613835,0.000998553823904983,0.0395366338969317,0.0198371000579496,0.0118989522915737,0.000512828402488243,0.065257414216629,0.0399747432011775,0,30625534,0.0603407600990729,0.478806018533424,0.156715536780518,0.0488667397603581,0.00252635594860158,0.0467506950246157,0.0211344559738942,0.0139442793062808,0.00058072456793733,0.0753405638575967,0.0949938701477009,0
"241","DELAWARE",2020,17488,906895000,51953,27879853,0.3442,0.2349,0.0398,0.3811,22461203,0.144610330978265,0.0582280477140962,0.305510038798901,0.129190275338325,0.0146920002459352,0.0258511977297031,0.0538370540527148,0.047050596533053,0.00221715640075022,0.0938952379353857,0.124918064272871,0,24214188,0.124940344892011,0.0460028228078513,0.310311376123783,0.0831861881967712,0.0190972747052265,0.0162734756994536,0.0482542301232649,0.0292658998104748,0.00201365414359548,0.200099090665357,0.120555642832211,0
"242","DECATUR",2021,7797,332782000,43444,11276954,0.369,0.4794,0.0306,0.121,9874105,0.184558904326012,0.0316326391100763,0.390944293178977,0.0951667011845631,0.0325378350746726,0.0779434693068384,0.0645530911409186,0.0389124887774639,0,0.0180522690410928,0.0656983088593852,0,9373731,0.188002834730376,0.0306978085887039,0.424409874787318,0.0853388047939502,0.0341942818713274,0.0656537935641635,0.0618595733118435,0.0400216306612596,0,0.000616083393048083,0.0692053142980101,0
"243","BUENA VISTA",2018,19826,887749000,43049,24548127,0.3633,0.225,0.0501,0.3616,23147365,0.187601526134832,0.0369702987791483,0.321418874243353,0.0846891212023485,0.0340760168598024,0.0641894228565541,0.0448322303640177,0.0367571427676541,0.00479968238285438,0.074362675838049,0.110303008571386,0,23208601,0.167664823915927,0.0374959266178948,0.23524123664326,0.0740462555239758,0.0338880831291813,0.056472296628306,0.0469127803093345,0.0355037772418941,0.0532042840496935,0.132073966888396,0.127496569052137,0
"244","CLINTON",2019,46429,2089984000,44843,37390098,0.4865,0.2764,0.0451,0.192,53579516,0.161735111604965,0.0335043713347467,0.120727331691462,0.0821592901287126,0.0544335264245388,0.0400080135102378,0.0349268179279559,0.0235587234494615,0,0.374698121573177,0.0742486923547424,0,48789485,0.175407508400632,0.0334739339839312,0.146670045810076,0.100645805136086,0.0597961220537581,0.0402675699487297,0.0382209609304136,0.0251267050677005,0,0.298853103286497,0.0815382453821761,0
"245","WEBSTER",2014,37069,1554386000,41420,30614137,0.3769,0.3175,0.0507,0.2549,36139777,0.14429222958404,0.0881814793710542,0.192585582362614,0.0828332726015437,0.0296757780215412,0.0798948759423723,0.0446635849468579,0.0265753161675569,0.00691758557336975,0.201213361111774,0.103166934317276,0,29150080,0.169901214679342,0.0766446953147298,0.238713135607175,0.0965525652073682,0.0367146162206073,0.109542786846554,0.0497236714273168,0.0290995427799855,0.000967544514457593,0.0583598741409972,0.133780353261466,0
"246","SCOTT",2012,168347,7992654000,47371,90064095,0.4994,0.2248,0.0721,0.2037,91558502,0.311098547680476,0.181137203402476,0.0610132306445992,0.105378384194184,0.0477188890661405,0.0687532873790355,0.0535900314314885,0.0248068388012727,0,0.0337611355852021,0.112742451815125,0,87304326,0.306480528811367,0.200063236270789,0.0585442696161471,0.105422714104683,0.050044140997091,0.0617995034976846,0.0534162419397179,0.0253207842186423,0,0.0250936133451165,0.113814967198762,0
"247","WINNEBAGO",2022,10651,584073000,55013,20743638,0.3312,0.2504,0.0666,0.3518,20210313,0.143520043455042,0.025617465696845,0.212701802292721,0.0725184216592786,0.0814981935212978,0.0845163555853885,0.0543184561268299,0.0379542860122948,0.000940114089277093,0.133577891643737,0.152836969917289,0,18085520,0.14922910704254,0.0288313523747175,0.241959645064118,0.0759869774272457,0.134338022904511,0.0753935745281308,0.0493219437428396,0.0369977197227395,0.000521688068686994,0.0306442944410777,0.176775674683393,0
"248","POLK",2016,474277,23796907000,50217,244329885,0.5757,0.2014,0.0836,0.1393,272208024,0.264917433146644,0.101653810910438,0.0370995015194703,0.115942026749366,0.0846302936316087,0.132973986101159,0.0459334292070685,0.0280031091221617,0,0.133303726564651,0.0555426830474329,0,264745754,0.264864610444328,0.0991505004457975,0.0380009531710941,0.12155612890396,0.0850087136808245,0.131306166292661,0.0537264442775539,0.0282342356281944,0,0.119458184020583,0.0586940631350031,0
"249","UNION",2020,12138,526856000,43427,12138136,0.451,0.3173,0.0582,0.1735,17307928,0.114920341706991,0.0286086237474526,0.223250813153371,0.0721859369879514,0.111609142353724,0.0271126618969064,0.0374624853997544,0.0317913848497636,0,0.29520806881101,0.057850541093076,0,17618972,0.106543389705143,0.0281035692661297,0.230617030323903,0.0656382790096948,0.103245070143706,0.0228468494075591,0.0315966220957727,0.0278995278498655,0,0.326251724561456,0.0572579376367702,0
"250","POCAHONTAS",2014,7097,364580000,49908,12470836,0.476,0.3159,0.0342,0.1739,13069698,0.141142281941021,0.0560250129727558,0.332175923269229,0.107959112750731,0,0.11050071700203,0.0796990871556481,0.0278590981979844,0.000794586072302512,0.0604451610129018,0.0833990196253961,0,11286078,0.156261369095624,0.0445330964397021,0.332524106248424,0.128074518003508,0,0.109465750635429,0.085256809318525,0.0295644775802542,0.00111597669270051,0.0166247300435102,0.0965791659423229,0
"251","LUCAS",2012,8778,305468000,34712,7734508,0.3992,0.3648,0.0344,0.2016,9212638,0.138028760057651,0.109628425647464,0.329934813459511,0.105383170379646,0.00461322804608191,0.0764174170308222,0.0219878388795913,0.0323014971390388,0,0.0969320622388506,0.0847727871213435,0,8621472,0.114352282301677,0.100607065707573,0.398944518987013,0.103059779118925,0.0293899927993735,0.0840261384598825,0.0202928223857828,0.0308654948946073,0,0.0323900605372261,0.08607184480794,0
"252","BUCHANAN",2019,21175,1003558000,48883,18507984,0.3618,0.3398,0.0536,0.2448,20574567,0.185293377012503,0.0662063021788016,0.329982643134118,0.0803768555615289,0.0263354752496128,0.0323316160189422,0.0593569235260212,0.0380715667066043,0.00307053849541524,0.0474056149030986,0.131569087213354,0,19849628,0.191524596833754,0.0429499736720507,0.32449640869844,0.109016148816492,0.027297438521266,0.0294899733133538,0.057990457050379,0.0365635567578395,0.00303899901801686,0.0233561052126518,0.154276342105756,0
"253","PAGE",2020,15211,691004000,45473,15326633,0.3681,0.4203,0.0428,0.1688,16056585,0.185398576347337,0.0265129851708816,0.297292356998702,0.101221959713102,0.0266800817234798,0.0363875008290991,0.0315018417677233,0.0406547843143483,0.00049823795034872,0.161927333863334,0.0919243413216447,0,15099025,0.182850813214761,0.0281298295750885,0.320981917706607,0.0907954652701085,0.0283587185265274,0.0317764888792488,0.031830797021662,0.0408645591354409,1.62262132819834e-05,0.144192754167902,0.100202430289373,0
"254","HENRY",2011,20243,686756000,33762,14352544,0.4371,0.3072,0.0969,0.1588,15852601,0.196478294003615,0.183009147836371,0.233210941220308,0.0719032794681453,0.00922990492222696,0.0478527151475017,0.0591011531798473,0.0356554738241378,0.0027377210843823,0.0950254157030761,0.0657959536103886,0,15001812,0.195900268580889,0.175177905175721,0.273443901310055,0.0726470908980862,0.00975328846941956,0.0566097615408059,0.0604852933765601,0.0325924628304901,0.00341538742119952,0.0504472393068251,0.0695274010899483,0
"255","KOSSUTH",2019,14813,738353000,49644,22081107,0.3793,0.359,0.0429,0.2188,22606277,0.150455424393853,0.0278859274351102,0.342247863281512,0.117569337047405,0,0.0140026152913193,0.0504114852702194,0.0379367199649903,0.00377585393649737,0.128946486854072,0.126768286525021,0,20491751,0.153670420843978,0.0306592638179139,0.373475502410702,0.120351940641871,0,0.011936364052052,0.0561687480977101,0.0420515064818033,0.00415572100207542,0.0677454552322054,0.13978507741969,0
"256","CASS",2013,13572,555771000,40665,15090628,0.3733,0.3432,0.0359,0.2476,18442018,0.133373256657704,0.140057883036444,0.259366084557558,0.0732807548501471,0.016825273676666,0.0277678397233969,0.0244861489669948,0.0258097026041293,0.0642906324025928,0.103552062469519,0.131190361054848,0,14217975,0.142842845060566,0.105072768801464,0.296785864372388,0.0884474758184622,0.00546646058950026,0.0254221153152963,0.0289296471543944,0.0303770403309895,0.0858255131268693,0.0286927639132858,0.162137505516784,0
"257","POLK",2012,444671,20347912000,45776,252548199,0.5081,0.3135,0.0647,0.1137,261785917,0.245939272585087,0.196951052947588,0.0407813228547355,0.1186535026634,0.0504417623045781,0.149985585359047,0.0535019842186545,0.028889724423182,0.000381991518665231,0.0411443905135661,0.073329410611496,0,257771335,0.251101605226974,0.225300322861733,0.0410014868410407,0.120123476879227,0.0502959609531448,0.139916135360823,0.0484139052932321,0.0270048956374455,0,0.0473351856598019,0.0495070252865781,0
"258","MITCHELL",2015,10676,633402000,59530,21410030,0.2333,0.2508,0.138,0.3779,19864084,0.0834535838652313,0.0253573232976663,0.200865038629518,0.070660293220669,0.14004818948611,0.0921903572296613,0.0749085636166259,0.017429799430973,0,0.234090834493048,0.0609960167304971,0,29453111,0.0524254296939973,0.0175603181612971,0.195965750443137,0.0755392189300478,0.0996614924650914,0.0569793119647021,0.045502595634125,0.0120970243177368,0.00113604298031539,0.401995225563778,0.0411375898457721,0
"259","KOSSUTH",2010,15543,636711000,41007,19396361,0.3734,0.3637,0.042,0.2209,19639777,0.135689015206232,0.119731298374722,0.31186708484521,0.0950098873322238,0.00544965454546658,0.0230449663455955,0.0428898454396911,0.0367152844963566,0.00348150592544915,0.0807035639966788,0.145417893492375,0,18135929,0.127199273883351,0.112527789450433,0.312484571372109,0.0853004001063304,0.00589343948137424,0.0238084853552305,0.0456277701572387,0.0359789123567919,0.00376738351809825,0.0904001112928927,0.157011863026151,0
"260","SAC",2015,9966,504811000,50165,12949185,0.4094,0.3291,0.0862,0.1753,13815092,0.166844853439992,0.0467144192742256,0.351050865242157,0.097593486891003,0.00398115336474053,0.0538518310265324,0.0602112530267623,0.0341019806455143,0,0.0790439904417575,0.106606166647316,0,12528742,0.18356735257219,0.0493169226407568,0.360705727678006,0.100608903910704,0.00371681370723413,0.0598419218785094,0.0673006116655607,0.0321135194578993,0,0.0252765999970308,0.117551626492109,0
"261","DALLAS",2022,108164,8634580000,79938,68935569,0.3754,0.28,0.069,0.2756,61161464,0.252483524593198,0.0559715673254649,0.161735582392207,0.0380633302041298,0.0378476224833336,0.0332551719167481,0.0526631932813119,0.0416704217544564,0.00171402044921619,0.137831887084979,0.186763678514955,0,54519428,0.269708002072215,0.0666724896673531,0.180909418198592,0.038947162101554,0.0424585342311368,0.033375020002044,0.0539167248783314,0.0438725806147489,0.00021625318592851,0.0604069433743876,0.209516871673709,0
"262","LUCAS",2013,8697,309658000,35479,7729941,0.4235,0.3578,0.0338,0.1849,9502243,0.106932963090925,0.121856281722116,0.336262185675529,0.0975614915341567,0.032229864043679,0.0762612574736302,0.0196534649766376,0.0326777582934892,0,0.115256997742533,0.0613077354473044,0,7373224,0.124423454380336,0.0973095351504308,0.378815291655319,0.120567881838393,0.0410884031191783,0.0900447348405528,0.0236009376630901,0.0375131692730344,0,0.0057133758583762,0.0809232162212894,0
"263","BENTON",2018,25625,1332819000,51948,23847509,0.3715,0.3282,0.0481,0.2522,27186641,0.175017355031098,0.0418625456524769,0.293813053256561,0.0792374828504926,0.00670377042901328,0.041239445505607,0.0882355050776593,0.0293851675166491,0.00570132956108848,0.0791197411993633,0.159684603919991,0,22937939,0.17522005791366,0.0367805058684653,0.315784517519207,0.0860249039811293,0.00608210702801154,0.0427609908632157,0.0926777684778044,0.0317211149615491,0.00478085672823526,0.0189048370910743,0.189262339567648,0
"264","SIOUX",2022,36231,2427942000,67349,32713392,0.3051,0.3948,0.0474,0.2527,34590897,0.147842364423218,0.0297042889636542,0.247870126062357,0.089088149405319,0.0214435028961521,0.0272093840179976,0.0574975838296417,0.0370814032373893,0.00163626864027261,0.210222938133116,0.130403990390882,0,28800061,0.175721086146311,0.0435617827337241,0.256331401520295,0.096232018397461,0.0436518172652482,0.0390776602869001,0.0659998254864807,0.0440918510554544,0.00106711579534502,0.0802600036159646,0.154005437696816,0
"265","WEBSTER",2010,38013,1303480000,34384,27211221,0.3711,0.4047,0.0498,0.1744,29888845,0.175110948582991,0.169546932977838,0.22014902215191,0.089443369256992,0.019206797720019,0.077776006399712,0.0418955968355418,0.0287112131633056,0.00485130823890987,0.108067073183992,0.0652417314887879,0,27108246,0.168430631771602,0.151351953940509,0.250814641419441,0.0889656232277072,0.0211535264952222,0.0880419190529701,0.0429824194453599,0.0273374013206166,0.00561150286152782,0.080396754552102,0.0749136259129418,0
