"","County","Year","Personal_Income","Personal_Income_Per_Capita"
"2086","Warren",2015,2180052000,44825
"2087","Warren",2016,2343031000,47273
"2088","Warren",2017,2457024000,48847
"2089","Warren",2018,2549933000,49706
"2090","Warren",2019,2676070000,51635
"2091","Warren",2020,2870242000,54580
"2092","Warren",2021,3176942000,59397
"2093","Warren",2022,3287573000,60515
"2094","Washington",2000,584338000,28204
"2095","Washington",2001,602428000,28600
"2096","Washington",2002,611387000,28965
"2097","Washington",2003,622554000,29380
"2098","Washington",2004,671441000,31585
"2099","Washington",2005,680637000,31880
"2100","Washington",2006,728600000,33933
"2101","Washington",2007,761244000,35262
"2102","Washington",2008,829062000,38230
"2103","Washington",2009,800844000,36919
"2104","Washington",2010,850030000,39172
"2105","Washington",2011,956157000,43684
"2106","Washington",2012,1002103000,45498
"2107","Washington",2013,1094033000,49457
"2108","Washington",2014,1155123000,51895
"2109","Washington",2015,1122021000,50017
"2110","Washington",2016,1101742000,49027
"2111","Washington",2017,1198322000,52986
"2112","Washington",2018,1262176000,56034
"2113","Washington",2019,1325912000,58901
"2114","Washington",2020,1322067000,58654
"2115","Washington",2021,1604354000,71324
"2116","Washington",2022,1781497000,78929
"2117","Wayne",2000,144104000,21419
"2118","Wayne",2001,141319000,21235
"2119","Wayne",2002,150885000,22638
"2120","Wayne",2003,149116000,22546
"2121","Wayne",2004,165850000,25278
"2122","Wayne",2005,162863000,25079
"2123","Wayne",2006,161161000,24878
"2124","Wayne",2007,172790000,27100
"2125","Wayne",2008,192493000,30204
"2126","Wayne",2009,198965000,31122
"2127","Wayne",2010,199383000,31052
"2128","Wayne",2011,228800000,36043
"2129","Wayne",2012,222137000,34982
"2130","Wayne",2013,234047000,36484
"2131","Wayne",2014,221480000,34520
"2132","Wayne",2015,230784000,36009
"2133","Wayne",2016,229852000,35378
"2134","Wayne",2017,251900000,38411
"2135","Wayne",2018,269031000,41684
"2136","Wayne",2019,272017000,41842
"2137","Wayne",2020,288603000,44373
"2138","Wayne",2021,340888000,52356
"2139","Wayne",2022,343753000,53155
"2140","Webster",2000,1002826000,24925
"2141","Webster",2001,1036363000,25880
"2142","Webster",2002,1079428000,27221
"2143","Webster",2003,1075095000,27303
"2144","Webster",2004,1114173000,28626
"2145","Webster",2005,1121966000,29095
"2146","Webster",2006,1221791000,31707
"2147","Webster",2007,1303792000,33959
"2148","Webster",2008,1388974000,36291
"2149","Webster",2009,1304962000,34058
"2150","Webster",2010,1303480000,34384
"2151","Webster",2011,1433953000,37850
"2152","Webster",2012,1461837000,38910
"2153","Webster",2013,1526106000,40497
"2154","Webster",2014,1554386000,41420
"2155","Webster",2015,1572458000,41781
"2156","Webster",2016,1602599000,42780
"2157","Webster",2017,1564845000,41842
"2158","Webster",2018,1619731000,43533
"2159","Webster",2019,1666405000,45134
"2160","Webster",2020,1722390000,46570
"2161","Webster",2021,1911213000,51407
"2162","Webster",2022,1959778000,53508
"2163","Winnebago",2000,266622000,22637
"2164","Winnebago",2001,265767000,22939
"2165","Winnebago",2002,271600000,23818
"2166","Winnebago",2003,274926000,24091
"2167","Winnebago",2004,306188000,27046
"2168","Winnebago",2005,302551000,26680
"2169","Winnebago",2006,317276000,28486
"2170","Winnebago",2007,354542000,32272
"2171","Winnebago",2008,372505000,34090
"2172","Winnebago",2009,352761000,32313
"2173","Winnebago",2010,383813000,35361
"2174","Winnebago",2011,412407000,38374
"2175","Winnebago",2012,437603000,40928
"2176","Winnebago",2013,442649000,41914
"2177","Winnebago",2014,429833000,40070
"2178","Winnebago",2015,440398000,40740
"2179","Winnebago",2016,410247000,37860
"2180","Winnebago",2017,421464000,38820
"2181","Winnebago",2018,446192000,41059
"2182","Winnebago",2019,438064000,40933
"2183","Winnebago",2020,468059000,43900
"2184","Winnebago",2021,548486000,51433
"2185","Winnebago",2022,584073000,55013
"2186","Winneshiek",2000,528822000,24868
"2187","Winneshiek",2001,543829000,25582
"2188","Winneshiek",2002,557360000,26312
"2189","Winneshiek",2003,573929000,27322
"2190","Winneshiek",2004,636603000,30257
"2191","Winneshiek",2005,637275000,30260
"2192","Winneshiek",2006,666638000,31727
"2193","Winneshiek",2007,701518000,33282
"2194","Winneshiek",2008,748972000,35699
"2195","Winneshiek",2009,702471000,33411
"2196","Winneshiek",2010,756070000,35867
"2197","Winneshiek",2011,825475000,39163
"2198","Winneshiek",2012,853316000,40461
"2199","Winneshiek",2013,869500000,41585
"2200","Winneshiek",2014,870133000,41861
"2201","Winneshiek",2015,894674000,42906
"2202","Winneshiek",2016,892830000,43455
"2203","Winneshiek",2017,922011000,45486
"2204","Winneshiek",2018,968982000,48034
"2205","Winneshiek",2019,990759000,49155
"2206","Winneshiek",2020,1086417000,54221
"2207","Winneshiek",2021,1178441000,59174
"2208","Winneshiek",2022,1219250000,61042
"2209","Woodbury",2000,2707901000,26091
"2210","Woodbury",2001,2790817000,27061
"2211","Woodbury",2002,2844662000,27708
"2212","Woodbury",2003,2883725000,28261
"2213","Woodbury",2004,3147156000,30910
"2214","Woodbury",2005,3372983000,33532
"2215","Woodbury",2006,3503942000,34798
"2216","Woodbury",2007,3831900000,38131
"2217","Woodbury",2008,4189307000,41515
"2218","Woodbury",2009,3791515000,37325
"2219","Woodbury",2010,3718823000,36296
"2220","Woodbury",2011,3745021000,36334
"2221","Woodbury",2012,3779329000,36713
"2222","Woodbury",2013,3789167000,36726
"2223","Woodbury",2014,3934054000,38026
"2224","Woodbury",2015,4131093000,39751
"2225","Woodbury",2016,4232945000,40578
"2226","Woodbury",2017,4176005000,40147
"2227","Woodbury",2018,4373584000,41808
"2228","Woodbury",2019,4605406000,43607
"2229","Woodbury",2020,4892678000,46199
"2230","Woodbury",2021,5271919000,49822
"2231","Woodbury",2022,5392308000,51029
"2232","Worth",2000,181264000,22962
"2233","Worth",2001,176357000,22619
"2234","Worth",2002,180226000,23121
"2235","Worth",2003,181352000,23449
"2236","Worth",2004,214330000,27723
"2237","Worth",2005,215856000,27881
"2238","Worth",2006,314936000,41173
"2239","Worth",2007,338566000,44228
"2240","Worth",2008,316509000,41471
"2241","Worth",2009,259283000,34071
"2242","Worth",2010,271147000,35753
"2243","Worth",2011,303948000,40162
"2244","Worth",2012,311264000,41441
"2245","Worth",2013,355101000,47284
"2246","Worth",2014,330539000,43561
"2247","Worth",2015,343371000,45546
"2248","Worth",2016,314048000,41795
"2249","Worth",2017,294384000,39220
"2250","Worth",2018,296185000,39634
"2251","Worth",2019,309169000,41383
"2252","Worth",2020,332080000,44664
"2253","Worth",2021,395971000,53655
"2254","Worth",2022,405607000,55418
"2255","Wright",2000,413065000,28831
"2256","Wright",2001,428885000,30346
"2257","Wright",2002,427780000,30650
"2258","Wright",2003,439615000,31785
"2259","Wright",2004,489753000,35469
"2260","Wright",2005,476652000,34749
"2261","Wright",2006,473585000,34853
"2262","Wright",2007,528583000,39178
"2263","Wright",2008,550622000,41168
"2264","Wright",2009,497774000,37534
"2265","Wright",2010,502352000,38063
"2266","Wright",2011,609066000,46508
"2267","Wright",2012,624426000,47543
"2268","Wright",2013,639751000,48661
"2269","Wright",2014,665532000,50727
"2270","Wright",2015,655415000,50001
"2271","Wright",2016,571746000,43509
"2272","Wright",2017,590008000,44956
"2273","Wright",2018,654369000,50021
"2274","Wright",2019,601033000,46194
"2275","Wright",2020,607875000,47067
"2276","Wright",2021,741796000,57903
"2277","Wright",2022,892998000,70420
